_id,OCCUPANCY_DATE,ORGANIZATION_ID,ORGANIZATION_NAME,SHELTER_ID,SHELTER_GROUP,LOCATION_ID,LOCATION_NAME,LOCATION_ADDRESS,LOCATION_POSTAL_CODE,LOCATION_CITY,LOCATION_PROVINCE,PROGRAM_ID,PROGRAM_NAME,SECTOR,PROGRAM_MODEL,OVERNIGHT_SERVICE_TYPE,PROGRAM_AREA,SERVICE_USER_COUNT,CAPACITY_TYPE,CAPACITY_ACTUAL_BED,CAPACITY_FUNDING_BED,OCCUPIED_BEDS,UNOCCUPIED_BEDS,UNAVAILABLE_BEDS,CAPACITY_ACTUAL_ROOM,CAPACITY_FUNDING_ROOM,OCCUPIED_ROOMS,UNOCCUPIED_ROOMS,UNAVAILABLE_ROOMS,OCCUPANCY_RATE_BEDS,OCCUPANCY_RATE_ROOMS
2304230,2022-02-01,36,Warden Woods Community Centre,71,Scarborough Cold Weather Drop-IN,1115.0,Warden Woods 705 Progress Ave Respite ,705 Progress Ave,M1H 2X1,Toronto,ON,15091,Warden Woods 705 Progress Ave Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,33,Bed Based Capacity,33.0,34.0,33.0,0.0,1.0,,,,,,100.0,
2304231,2022-02-01,16,Women's Hostels Inc.,27,Nellie's,,,,,,,12051,Nellie's Women's Shelter,Women,Emergency,Shelter,Base Shelter and Overnight Services System,3,Bed Based Capacity,3.0,5.0,3.0,0.0,2.0,,,,,,100.0,
2304232,2022-02-01,4,WoodGreen Red Door Family Shelter,7,Red Door Family Shelter,1001.0,Red Door Family Shelter,189B Booth Ave,M4M 2M5,Toronto,ON,11791,Red Door - Family Shelter,Families,Emergency,Shelter,Base Shelter and Overnight Services System,68,Room Based Capacity,,,,,,24.0,27.0,20.0,4.0,3.0,,83.33
2304233,2022-02-01,3,YMCA of Greater Toronto,5,YMCA House,1096.0,Vanauley Street YMCA Emergency Shelter,7 Vanauley St,M5T 2V9,Toronto,ON,13291,YMCA House-Vanauley,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,19,Bed Based Capacity,19.0,19.0,19.0,0.0,0.0,,,,,,100.0,
2304234,2022-02-01,3,YMCA of Greater Toronto,5,YMCA House,1198.0,Multiple Youth Agencies Downtown Hotel Program,92 Peter St,M5V 2G5,Toronto,ON,15591,YMCA Youth Hotel Program,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,28,Room Based Capacity,,,,,,28.0,28.0,28.0,0.0,0.0,,100.0
2304235,2022-02-01,3,YMCA of Greater Toronto,64,YMCA Sprott House,1101.0,YMCA Sprott House ,21 Walmer Rd,M5R 2W7,Toronto,ON,13451,YMCA Sprott House,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,24,Bed Based Capacity,25.0,25.0,24.0,1.0,0.0,,,,,,96.0,
2304236,2022-02-01,17,YWCA Toronto,50,YWCA - First Stop Woodlawn,1062.0,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,Toronto,ON,12277,YWCA - Adult Women Shelter,Women,Emergency,Shelter,Base Shelter and Overnight Services System,25,Bed Based Capacity,25.0,25.0,25.0,0.0,0.0,,,,,,100.0,
2304237,2022-02-01,17,YWCA Toronto,50,YWCA - First Stop Woodlawn,1062.0,YWCA 1st Stop Woodlawn ,80 Woodlawn Ave E,M4T 1C1,Toronto,ON,12278,YWCA - Youth Shelter,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,23,Bed Based Capacity,24.0,24.0,23.0,1.0,0.0,,,,,,95.83,
2304238,2022-02-01,17,YWCA Toronto,78,YWCA-348 Davenport,1129.0,YWCA Davenport Shelter,348 Davenport Road,M5R 1K6,Toronto,ON,14651,YWCA Davenport - Adult,Women,Emergency,Shelter,Base Shelter and Overnight Services System,16,Bed Based Capacity,19.0,19.0,16.0,3.0,0.0,,,,,,84.21,
2304239,2022-02-01,17,YWCA Toronto,78,YWCA-348 Davenport,1129.0,YWCA Davenport Shelter,348 Davenport Road,M5R 1K6,Toronto,ON,14671,YWCA Davenport - Youth,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,18,Bed Based Capacity,20.0,20.0,18.0,2.0,0.0,,,,,,90.0,
2304240,2022-02-01,31,Youth Without Shelter,52,Youth Without Shelter,1064.0,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,Etobicoke,ON,12292,Youth without Shelter Emergency Shelter Program,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,23,Bed Based Capacity,23.0,23.0,23.0,0.0,0.0,,,,,,100.0,
2304241,2022-02-01,31,Youth Without Shelter,52,Youth Without Shelter,1064.0,Youth Without Shelter ,6 Warrendale Ct,M9V 1P9,Etobicoke,ON,12291,Youth without Shelter Stay In School Program,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,12,Bed Based Capacity,14.0,14.0,12.0,2.0,0.0,,,,,,85.71,
2304242,2022-02-01,38,YouthLink,81,YouthLink Shelter,1147.0,YouthLink ,747 Warden Ave,M1L 4A1,Scarborough,ON,14891,YouthLink Emergency Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,9,Bed Based Capacity,10.0,10.0,9.0,1.0,0.0,,,,,,90.0,
2304243,2022-02-01,38,YouthLink,81,YouthLink Shelter,1147.0,YouthLink ,747 Warden Ave,M1L 4A1,Scarborough,ON,14911,YouthLink Transitional Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,29,Bed Based Capacity,31.0,31.0,29.0,2.0,0.0,,,,,,93.55,
2304244,2022-02-02,24,COSTI Immigrant Services,40,COSTI Reception Centre,1051.0,COSTI Reception Centre,100 Lippincott St,M5S 2P1,Toronto,ON,12251,COSTI Reception Centre CITY Program,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,8,Bed Based Capacity,8.0,8.0,8.0,0.0,0.0,,,,,,100.0,
2304245,2022-02-02,24,COSTI Immigrant Services,40,COSTI Reception Centre,1114.0,COSTI Uptown Hotel Program,55 Hallcrown Pl,M2J 4R1,North York,ON,15372,COSTI Uptown Hotel COVID-19 - Family Program,Families,Emergency,Motel/Hotel Shelter,COVID-19 Response,250,Room Based Capacity,,,,,,87.0,113.0,87.0,0.0,26.0,,100.0
2304246,2022-02-02,24,COSTI Immigrant Services,40,COSTI Reception Centre,1114.0,COSTI Uptown Hotel Program,55 Hallcrown Pl,M2J 4R1,North York,ON,13751,COSTI Uptown Hotel Family Program,Families,Emergency,Motel/Hotel Shelter,Temporary Refugee Response,400,Room Based Capacity,,,,,,122.0,107.0,122.0,0.0,0.0,,100.0
2304247,2022-02-02,24,COSTI Immigrant Services,40,COSTI Reception Centre,1114.0,COSTI Uptown Hotel Program,55 Hallcrown Pl,M2J 4R1,North York,ON,16535,COSTI Uptown Hotel Program - Refugee Singles,Mixed Adult,Emergency,Motel/Hotel Shelter,Temporary Refugee Response,13,Room Based Capacity,,,,,,13.0,13.0,13.0,0.0,0.0,,100.0
2304248,2022-02-02,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1160.0,CONC Etobicoke Hotel Program,445 Rexdale Blvd,M9W 6P8,Etobicoke,ON,16111,CONC Etobicoke Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,150,Room Based Capacity,,,,,,146.0,155.0,146.0,0.0,9.0,,100.0
2304249,2022-02-02,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1172.0,CONC West End Hotel Program,14 Roncesvalles Ave,M6R 2K3,Toronto,ON,15711,CONC Men's Hotel Program,Men,Emergency,Motel/Hotel Shelter,COVID-19 Response,39,Room Based Capacity,,,,,,39.0,40.0,39.0,0.0,1.0,,100.0
2304250,2022-02-02,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1029.0,CONC Men's Shelter Lansdowne Ave,973 Lansdowne Ave,M6H 3Z5,Toronto,ON,12011,Christie Ossington Men's Hostel,Men,Emergency,Shelter,Base Shelter and Overnight Services System,33,Bed Based Capacity,33.0,33.0,33.0,0.0,0.0,,,,,,100.0,
2304251,2022-02-02,14,Christie Ossington Neighbourhood Centre,22,Christie Ossington Men's Hostel,1102.0,CONC Men's Shelter Bloor St W,850 Bloor St W,M6G 1M2,Toronto,ON,13611,Christie Ossington Men's Hostel South,Men,Emergency,Shelter,Base Shelter and Overnight Services System,15,Bed Based Capacity,15.0,15.0,15.0,0.0,0.0,,,,,,100.0,
2304252,2022-02-02,23,"Christie Refugee Welcome Centre, Inc.",39,Christie Refugee Welcome Centre,1052.0,Christie Refugee Welcome Centre,43 Christie St,M6G 3B1,Toronto,ON,12233,Christie Refugee Welcome Centre - Settlement and Support,Families,Emergency,Shelter,Base Shelter and Overnight Services System,48,Room Based Capacity,,,,,,21.0,30.0,18.0,3.0,9.0,,85.71
2304253,2022-02-02,1,City of Toronto,53,Birkdale Residence,1070.0,SSHA Birkdale Residence,1229 Ellesmere Rd,M1P 4V8,Toronto,ON,12351,Birkdale Residence - Bedded Program,Families,Emergency,Shelter,Base Shelter and Overnight Services System,210,Room Based Capacity,,,,,,64.0,65.0,63.0,1.0,1.0,,98.44
2304254,2022-02-02,1,City of Toronto,53,Birkdale Residence,1103.0,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,16671,SSHA North York West Hotel - North - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,78,Room Based Capacity,,,,,,81.0,83.0,78.0,3.0,2.0,,96.3
2304255,2022-02-02,1,City of Toronto,53,Birkdale Residence,1103.0,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,16691,SSHA North York West Hotel - North Ã¢ÂÂ Co-ed,Families,Emergency,Motel/Hotel Shelter,COVID-19 Response,24,Room Based Capacity,,,,,,12.0,12.0,12.0,0.0,0.0,,100.0
2304256,2022-02-02,1,City of Toronto,53,Birkdale Residence,1103.0,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,16311,SSHA North York West Hotel Program - Couples,Families,Emergency,Motel/Hotel Shelter,COVID-19 Response,28,Room Based Capacity,,,,,,14.0,14.0,14.0,0.0,0.0,,100.0
2304257,2022-02-02,1,City of Toronto,53,Birkdale Residence,1103.0,SSHA North York West Hotel Program,1677 Wilson Ave,M3L 1A5,North York,ON,16271,SSHA North York West Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,74,Room Based Capacity,,,,,,74.0,77.0,74.0,0.0,3.0,,100.0
2304258,2022-02-02,1,City of Toronto,60,Downsview Dells,1009.0,SSHA Downsview Dells,1651 Sheppard Ave W,M3M 2X4,Toronto,ON,11815,Downsview Dells Bedded Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,12,Bed Based Capacity,12.0,12.0,12.0,0.0,0.0,,,,,,100.0,
2304259,2022-02-02,1,City of Toronto,83,Expansion  Sites,1181.0,SSHA Roehampton Hotel Program,808 Mt Pleasant Rd,M4P 2L2,Toronto,ON,15991,Roehampton Residence,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,120,Room Based Capacity,,,,,,68.0,86.0,68.0,0.0,18.0,,100.0
2304260,2022-02-02,1,City of Toronto,83,Expansion  Sites,1194.0,Scarborough Women's Shelter - Milner,20 Milner Business Ct,M1B 3M6,Scarborough,ON,16471,Scarborough Women's Shelter - Milner,Women,Emergency,Motel/Hotel Shelter,COVID-19 Response,98,Room Based Capacity,,,,,,99.0,100.0,98.0,1.0,1.0,,98.99
2304261,2022-02-02,1,City of Toronto,2,Family Residence,1065.0,SSHA Family Residence,4222 Kingston Rd,M1E 2M6,Toronto,ON,12311,Family Residence - Main Program,Families,Emergency,Shelter,Base Shelter and Overnight Services System,147,Room Based Capacity,,,,,,40.0,43.0,40.0,0.0,3.0,,100.0
2304262,2022-02-02,1,City of Toronto,2,Family Residence,1065.0,SSHA Family Residence,4222 Kingston Rd,M1E 2M6,Toronto,ON,16232,Family Residence - Main Site - Winter Program,Families,Emergency,Shelter,COVID-19 Response,2,Bed Based Capacity,2.0,8.0,2.0,0.0,6.0,,,,,,100.0,
2304263,2022-02-02,1,City of Toronto,2,Family Residence,1066.0,SSHA Scarborough Hotel Program 3,4674 Kingston Rd,M1E 2P9,Toronto,ON,12392,SSHA Scarborough Hotel 3 - Family Program,Families,Emergency,Motel/Hotel Shelter,Base Shelter and Overnight Services System,75,Room Based Capacity,,,,,,25.0,40.0,25.0,0.0,15.0,,100.0
2304264,2022-02-02,1,City of Toronto,2,Family Residence,1066.0,SSHA Scarborough Hotel Program 3,4674 Kingston Rd,M1E 2P9,Toronto,ON,16231,SSHA Scarborough Hotel 3 - Mixed Adult Winter Program,Families,Emergency,Motel/Hotel Shelter,COVID-19 Response,30,Room Based Capacity,,,,,,17.0,18.0,17.0,0.0,1.0,,100.0
2304265,2022-02-02,1,City of Toronto,2,Family Residence,1067.0,SSHA Scarborough Hotel Program 4,4540 Kingston Rd,M1E 2N8,Toronto,ON,12391,SSHA Scarborough Hotel 4 - Family Program,Families,Emergency,Motel/Hotel Shelter,Base Shelter and Overnight Services System,46,Room Based Capacity,,,,,,20.0,20.0,20.0,0.0,0.0,,100.0
2304266,2022-02-02,1,City of Toronto,62,Fort York Residence,1011.0,SSHA Fort York Residence,38 Bathurst St,M5V 3W3,Toronto,ON,13031,Fort York Extreme Weather Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,3,Bed Based Capacity,5.0,15.0,3.0,2.0,10.0,,,,,,60.0,
2304267,2022-02-02,1,City of Toronto,62,Fort York Residence,1011.0,SSHA Fort York Residence,38 Bathurst St,M5V 3W3,Toronto,ON,11831,Fort York Residence Bedded Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,35,Bed Based Capacity,36.0,37.0,35.0,1.0,1.0,,,,,,97.22,
2304268,2022-02-02,1,City of Toronto,62,Fort York Residence,1123.0,SSHA North Hotel Program,3600 Steeles Ave W,L4L 8P5,Vaughan,ON,14051,Fort York Residence North Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,73,Room Based Capacity,,,,,,67.0,51.0,67.0,0.0,0.0,,100.0
2304269,2022-02-02,1,City of Toronto,62,Fort York Residence,1011.0,SSHA Fort York Residence,38 Bathurst St,M5V 3W3,Toronto,ON,12711,Fort York SRO Units Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,24,Bed Based Capacity,24.0,24.0,24.0,0.0,0.0,,,,,,100.0,
2304270,2022-02-02,1,City of Toronto,54,Robertson House,1069.0,Robertson House,291 Sherbourne St,M5A 2R9,Toronto,ON,12331,Robertson House - Main Program,Families,Emergency,Shelter,Base Shelter and Overnight Services System,88,Room Based Capacity,,,,,,34.0,37.0,34.0,0.0,3.0,,100.0
2304271,2022-02-02,1,City of Toronto,82,SSHA Etobicoke Hotel Program,1163.0,SSHA Etobicoke Hotel Program,,,,,15391,SSHA Recovery Program,Mixed Adult,Emergency,Isolation/Recovery Site,COVID-19 Response,30,Room Based Capacity,,,,,,68.0,30.0,27.0,41.0,0.0,,39.71
2304272,2022-02-02,1,City of Toronto,59,Scarborough Village Residence,1155.0,SSHA Scarborough Hotel Program 1,4584 Kingston Rd,M1E 2P4,Scarborough,ON,15673,SSHA Scarborough Hotel 1 - Mixed Adult Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,46,Room Based Capacity,,,,,,23.0,23.0,23.0,0.0,0.0,,100.0
2304273,2022-02-02,1,City of Toronto,59,Scarborough Village Residence,1151.0,SSHA Scarborough Village Residence,3306 Kingston Rd,M1M 1P8,Toronto,ON,14811,Scarborough Village Residence Main Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,87,Bed Based Capacity,88.0,88.0,87.0,1.0,0.0,,,,,,98.86,
2304274,2022-02-02,1,City of Toronto,3,Seaton House,1154.0,SSHA Junction Place,731 Runnymede Rd,M6N 3V7,Toronto,ON,15171,Junction Place,Men,Emergency,Shelter,Base Shelter and Overnight Services System,50,Bed Based Capacity,50.0,50.0,50.0,0.0,0.0,,,,,,100.0,
2304275,2022-02-02,1,City of Toronto,3,Seaton House,1008.0,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,11812,Seaton House - Annex Harm Reduction & Managed Alcohol Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,48,Bed Based Capacity,51.0,51.0,48.0,3.0,0.0,,,,,,94.12,
2304276,2022-02-02,1,City of Toronto,3,Seaton House,1008.0,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,15051,Seaton House - Fourth Floor Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,71,Bed Based Capacity,71.0,81.0,71.0,0.0,10.0,,,,,,100.0,
2304277,2022-02-02,1,City of Toronto,3,Seaton House,1008.0,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,11811,Seaton House - Hostel Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,66,Bed Based Capacity,66.0,66.0,66.0,0.0,0.0,,,,,,100.0,
2304278,2022-02-02,1,City of Toronto,3,Seaton House,1008.0,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,15191,Seaton House - Infirmary Bedded Program,Men,Transitional,Shelter,Base Shelter and Overnight Services System,15,Bed Based Capacity,21.0,22.0,15.0,6.0,1.0,,,,,,71.43,
2304279,2022-02-02,1,City of Toronto,3,Seaton House,1008.0,SSHA Seaton House,339 George St,M5A 2N2,Toronto,ON,14371,Seaton House - O'Neill Harm Reduction Program,Men,Emergency,Shelter,Base Shelter and Overnight Services System,8,Bed Based Capacity,10.0,10.0,8.0,2.0,0.0,,,,,,80.0,
2304280,2022-02-02,1,City of Toronto,3,Seaton House,1190.0,SSHA Downtown Response Program,76 Church St,M5C 2G1,Toronto,ON,15751,Seaton House Hostel Response Program,Men,Emergency,Shelter,COVID-19 Response,46,Bed Based Capacity,46.0,55.0,46.0,0.0,9.0,,,,,,100.0,
2304281,2022-02-02,1,City of Toronto,6,Streets To Homes,1004.0,Streets to Homes Assessment and Referral Centre (SHARC),129 Peter St,M5V 2H3,Toronto,ON,16171,Streets to Homes - 129 Peter Street - Warming Centre,Mixed Adult,Emergency,Warming Centre,Winter Programs,15,Bed Based Capacity,19.0,19.0,15.0,4.0,0.0,,,,,,78.95,
2304282,2022-02-02,1,City of Toronto,6,Streets To Homes,1004.0,Streets to Homes Assessment and Referral Centre (SHARC),129 Peter St,M5V 2H3,Toronto,ON,12952,Streets to Homes Bedded Program,Mixed Adult,Transitional,Shelter,Base Shelter and Overnight Services System,9,Bed Based Capacity,12.0,27.0,9.0,3.0,15.0,,,,,,75.0,
2304283,2022-02-02,1,City of Toronto,4,Women's Residence,1124.0,SSHA Downtown Hotel Program,77 Ryerson Ave,M5T 2V4,Toronto,ON,14631,SSHA Downtown Hotel Women's Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,71,Room Based Capacity,,,,,,65.0,71.0,65.0,0.0,6.0,,100.0
2304284,2022-02-02,1,City of Toronto,4,Women's Residence,1005.0,SSHA Womens' Residence,674 Dundas St W,M5H 1H9,Toronto,ON,12471,Women's Residence Extreme Weather Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,6,Bed Based Capacity,9.0,9.0,6.0,3.0,0.0,,,,,,66.67,
2304285,2022-02-02,1,City of Toronto,4,Women's Residence,1005.0,SSHA Womens' Residence,674 Dundas St W,M5H 1H9,Toronto,ON,11798,Womens' Residence - Main Program,Women,Emergency,Shelter,Base Shelter and Overnight Services System,69,Bed Based Capacity,73.0,74.0,69.0,4.0,1.0,,,,,,94.52,
2304286,2022-02-02,1,City of Toronto,91,,1240.0,Masaryk-Cowan CC,220 Cowan Ave,M6K 2N6,Toronto,ON,16711,COVID19 Response - Masaryk-Cowan,Mixed Adult,Emergency,24-Hour Respite Site,Winter Programs,38,Bed Based Capacity,40.0,40.0,38.0,2.0,0.0,,,,,,95.0,
2304287,2022-02-02,1,City of Toronto,91,,1158.0,Warden Hilltop CC,25 Mendelssohn St,M1L 0G8,Scarborough,ON,16731,COVID19 Response - Warden Hilltop,Mixed Adult,Emergency,24-Hour Respite Site,Winter Programs,59,Bed Based Capacity,68.0,68.0,59.0,9.0,0.0,,,,,,86.76,
2304288,2022-02-02,1,City of Toronto,91,,1171.0,SSHA East End Hotel Program,1684 Queen St E,M4L 1G6,Toronto,ON,16771,SSHA Queen East Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,49,Room Based Capacity,,,,,,42.0,44.0,42.0,0.0,2.0,,100.0
2304289,2022-02-02,13,Cornerstone Place,21,Cornerstone Place,1028.0,Cornerstone Place,616 Vaughan Rd,M6C 2R5,Toronto,ON,11971,Cornerstone Place,Men,Emergency,Shelter,Base Shelter and Overnight Services System,21,Bed Based Capacity,21.0,21.0,21.0,0.0,0.0,,,,,,100.0,
2304290,2022-02-02,12,Covenant House Toronto,20,Covenant House,1198.0,Multiple Youth Agencies Downtown Hotel Program,92 Peter St,M5V 2G5,Toronto,ON,15551,Covenant House - Hotel Program,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,42,Room Based Capacity,,,,,,42.0,42.0,42.0,0.0,0.0,,100.0
2304291,2022-02-02,12,Covenant House Toronto,20,Covenant House,1026.0,Covenant House Gerrard St E,20 Gerrard St E,M5B 2P3,Toronto,ON,11951,Covenant House Residence,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,50,Bed Based Capacity,52.0,53.0,50.0,2.0,1.0,,,,,,96.15,
2304292,2022-02-02,12,Covenant House Toronto,20,Covenant House,1027.0,Covenant House McGill St,21 McGill St,M5B 1H3,Toronto,ON,11955,Covenant House Rights of Passage,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,25,Bed Based Capacity,28.0,28.0,25.0,3.0,0.0,,,,,,89.29,
2304293,2022-02-02,6,Dixon Hall,80,351 Lakeshore Respite Services,1149.0,Dixon Hall 351 Lake Shore Blvd E Respite,351 Lake Shore Blvd E,M5A 1C1,Toronto,ON,14791,Dixon Hall 351 Lake Shore Blvd E. Respite,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,41,Bed Based Capacity,42.0,44.0,41.0,1.0,2.0,,,,,,97.62,
2304294,2022-02-02,6,Dixon Hall,9,Dixon Hall - Heyworth House,1128.0,Dixon Hall 354 George St,354 George St,M5A 2N3,Scarborough,ON,15331,Dixon Hall - 354 George,Mixed Adult,Emergency,24-Hour Respite Site,Base Shelter and Overnight Services System,48,Bed Based Capacity,50.0,50.0,48.0,2.0,0.0,,,,,,96.0,
2304295,2022-02-02,6,Dixon Hall,9,Dixon Hall - Heyworth House,1176.0,Dixon Hall Bond Place Hotel Program,65 Dundas St E,M5B 2G8,Toronto,ON,16091,Dixon Hall - Bond Place Hotel Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,246,Room Based Capacity,,,,,,231.0,245.0,229.0,2.0,14.0,,99.13
2304296,2022-02-02,6,Dixon Hall,9,Dixon Hall - Heyworth House,1015.0,Dixon Hall Heyworth House,2714 Danforth Ave,M4C 1L7,Toronto,ON,11892,Dixon Hall - Heyworth House,Mixed Adult,Emergency,Shelter,Base Shelter and Overnight Services System,41,Bed Based Capacity,41.0,41.0,41.0,0.0,0.0,,,,,,100.0,
2304297,2022-02-02,6,Dixon Hall,9,Dixon Hall - Heyworth House,1167.0,HFS Downtown Hotel Program,60 York St,M5J 1S8,Toronto,ON,15511,Dixon Hall Downtown Hotel - Mixed Adult Program,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,90,Room Based Capacity,,,,,,90.0,92.0,90.0,0.0,2.0,,100.0
2304298,2022-02-02,6,Dixon Hall,9,Dixon Hall - Heyworth House,1177.0,Dixon Hall Downtown Hotel,56 Yonge St,M5E 1G5,Toronto,ON,15891,Dixon Hall Downtown Hotel Program - Mixed Adult,Mixed Adult,Emergency,Motel/Hotel Shelter,COVID-19 Response,54,Room Based Capacity,,,,,,52.0,52.0,52.0,0.0,0.0,,100.0
2304299,2022-02-02,6,Dixon Hall,14,Dixon Hall - Schoolhouse,1020.0,Dixon Hall Schoolhouse,349 George St,M5A 2N2,Toronto,ON,11897,Dixon Hall - Schoolhouse,Men,Emergency,Shelter,Base Shelter and Overnight Services System,22,Bed Based Capacity,22.0,22.0,22.0,0.0,0.0,,,,,,100.0,
2304300,2022-02-02,11,Eva's Initiatives,19,Eva's Phoenix,1025.0,Eva's Phoenix,60 Brant St,M5V 3G9,Toronto,ON,11932,Eva's Phoenix,Youth,Transitional,Shelter,Base Shelter and Overnight Services System,45,Bed Based Capacity,45.0,50.0,45.0,0.0,5.0,,,,,,100.0,
2304301,2022-02-02,11,Eva's Initiatives,18,Eva's Place,1024.0,Eva's Place,360 Lesmill Rd,M3B 2T5,Toronto,ON,11931,Eva's Place,Youth,Emergency,Shelter,Base Shelter and Overnight Services System,14,Bed Based Capacity,16.0,16.0,14.0,2.0,0.0,,,,,,87.5,
2304302,2022-02-02,11,Eva's Initiatives,18,Eva's Place,1198.0,Multiple Youth Agencies Downtown Hotel Program,92 Peter St,M5V 2G5,Toronto,ON,16611,Eva's Satellite Downtown Hotel Program.,Youth,Emergency,Motel/Hotel Shelter,COVID-19 Response,38,Room Based Capacity,,,,,,40.0,41.0,38.0,2.0,1.0,,95.0
